,Freebase_charactermap,Trope,CharacterName,ActorName,ActorAge,ActorDOB,ActorEthnicity Label,ActorGender,ActorHeight,Freebase_actorID,MovieName,Genres,Decade,ReleaseDate,BoxOffice,Freebase_movieID,Wiki_movieID,StrActorEthnicity
186,/m/0jwjsy,dumb_and_clumsy,Cher Horowitz,Alicia Silverstone,19.0,1976.0,/m/041rx,F,1.65,/m/0j5q3,Clueless,"['Romantic comedy', 'LGBT', 'Comedy of manners', 'Coming of age', 'Comedy', 'Romance Film', 'Teen']",1990.0,1995.0,56631572.0,/m/0qjzd,105872,jewish
457,/m/02_wz7y,laidback_freebird,Chicken Joe,Jon Heder,30.0,1977.0,,M,1.85,/m/04stzk,Surf's Up,"['Mockumentary', 'Adventure', 'Computer Animation', 'Animation', 'Sports', 'Comedy', 'Family Film']",2000.0,2007.0,149044513.0,/m/08481w,2811955,
498,/m/0k5tn5,sidekick,Chico,Horst Buchholz,27.0,1933.0,,M,1.765,/m/01b8nj,The Magnificent Seven,"['Action/Adventure', 'Western', 'Drama']",1960.0,1960.0,,/m/07rtf,31556,
40,/m/0k2q15,dumb_and_clumsy,Chris,Rick Rossovich,30.0,1957.0,/m/0ffjqy,M,1.93,/m/06lqy8,Roxanne,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",1980.0,1987.0,40050884.0,/m/02rl6f,574768,croatian
101,/m/0k2ckt,tech_genius,Chris Knight,Val Kilmer,26.0,1959.0,/m/07bch9,M,1.83,/m/0d_84,Real Genius,"['Romantic comedy', 'Science Fiction', 'Indie', 'Cult', 'Coming of age', 'Comedy', 'Teen']",1980.0,1985.0,12952019.0,/m/02f_gc,483745,scottish
246,/m/03ld2yg,respected_leader,Christopher Pike,Bruce Greenwood,53.0,1956.0,/m/044038p,M,1.8,/m/01yfm8,Star Trek,"['Reboot', 'Science Fiction', 'Action', 'Adventure']",2000.0,2009.0,385494555.0,/m/08phg9,3071743,
184,/m/02vbl__,dumb_and_clumsy,Chuck Levine,Adam Sandler,41.0,1966.0,/m/041rx,M,1.78,/m/0pz91,I Now Pronounce You Chuck and Larry,"['LGBT', 'Romantic comedy', 'Sex comedy', 'Buddy film', 'Screwball comedy', 'Comedy']",2000.0,2007.0,186072214.0,/m/0f2sx4,5752544,jewish
201,/m/0k2z05,dumb_and_clumsy,Cindy Campbell,Anna Faris,27.0,1976.0,/m/07bch9,F,1.65,/m/01pk3z,Scary Movie 3,"['Parody', 'Horror', 'Absurdism', 'Gross-out film', 'Horror Comedy', 'Comedy', 'Gross out', 'Teen', 'Slapstick']",2000.0,2003.0,220673217.0,/m/03l6q0,880056,scottish
206,/m/0k2y_7,dumb_and_clumsy,Cindy Campbell,Anna Faris,30.0,1976.0,/m/07bch9,F,1.65,/m/01pk3z,Scary Movie 4,"['Parody', 'Horror', 'Absurdism', 'Gross-out film', 'Comedy', 'Gross out', 'Teen', 'Horror Comedy']",2000.0,2006.0,,/m/07h9gp,2486990,scottish
220,/m/0k42s4,evil_character,Clayton,Brian Blessed,63.0,1936.0,/m/02w7gg,M,1.753,/m/02p3j2,Tarzan,"['Adventure', 'Costume drama', 'Animation', 'Drama', 'Animated cartoon', 'Romance Film', 'Family Film']",1990.0,1999.0,448191819.0,/m/05sxr_,1749093,english
13,/m/0k2n56,jock,Clubber Lang,Mr. T,30.0,1952.0,/m/0x67,M,1.78,/m/04s_q,Rocky III,"['Sports', 'Melodrama', 'Drama', 'Boxing']",1980.0,1982.0,270000000.0,/m/013vbq,152328,african
72,/m/0667g_f,charismatic_charmer,Cobb,Leonardo DiCaprio,36.0,1974.0,/m/09kr66,M,1.83,/m/0dvmd,Inception,"['Thriller', 'Science Fiction', 'Adventure', 'Psychological thriller', 'Mystery', 'Action']",2010.0,2010.0,825532764.0,/m/0661ql3,23270459,russian
275,/m/0667g_f,charismatic_charmer,Cobb,Leonardo DiCaprio,36.0,1974.0,/m/09kr66,M,1.83,/m/0dvmd,Inception,"['Thriller', 'Science Fiction', 'Adventure', 'Psychological thriller', 'Mystery', 'Action']",2010.0,2010.0,825532764.0,/m/0661ql3,23270459,russian
408,/m/0jybsw,evil_character,Col. Douglas Mortimer,Lee Van Cleef,40.0,1925.0,/m/07mqps,M,1.88,/m/04r0b,For a Few Dollars More,"['Crime Fiction', 'Adventure', 'World cinema', 'Spaghetti Western', 'Action/Adventure', 'Western', 'Action']",1960.0,1965.0,,/m/028_x9,442300,dutch
387,/m/04q604c,crazy_fighter,Col. Paul Tanner,Everett McGill,51.0,1945.0,,M,1.89,/m/09c8fj,My Fellow Americans,"['Political cinema', 'Political satire', 'Satire', 'Buddy film', 'Comedy']",1990.0,1996.0,22313201.0,/m/03cygf,798584,
363,/m/0jyts_,respected_leader,Col. Robert Gould Shaw,Matthew Broderick,27.0,1962.0,/m/041rx,M,1.73,/m/01vlj1g,Glory,"['Costume drama', 'Epic', 'Period piece', 'Drama', 'War film', 'Action', 'Political drama']",1980.0,1989.0,26828365.0,/m/02jxbw,509676,jewish
180,/m/0k4xjq,mean_officer,Colin Sullivan,Matt Damon,36.0,1970.0,/m/0cnvdq1,M,1.78,/m/0169dl,The Departed,"['Thriller', 'Crime Fiction', 'Gangster Film', 'Remake', 'Mystery', 'Drama', 'Crime Thriller', 'Action', 'Chinese Movies']",2000.0,2006.0,289847354.0,/m/04vr_f,1349086,scandinavian
491,/m/0jtp23,skilled_badass,Colonel Walter E. Kurtz,Marlon Brando,55.0,1924.0,/m/07mqps,M,1.75,/m/04__f,Apocalypse Now,"['Anti-war', 'Adventure', 'Existentialism', 'Jungle Film', 'Drama', 'War film', 'Anti-war film', 'New Hollywood']",1970.0,1979.0,78784010.0,/m/0jzw,18951054,dutch
496,/m/0k2kqg,sidekick,Colorado Ryan,Ricky Nelson,19.0,1940.0,/m/065b6q,M,1.82,/m/01wj92r,Rio Bravo,"['Drama', 'Western', 'Buddy film', 'Romance Film']",1950.0,1959.0,,/m/0kyjk,81100,swedish
231,/m/0jytd4,evil_character,Commodus,Joaquin Phoenix,26.0,1974.0,/m/041rx,M,1.73,/m/018db8,Gladiator,"['Tragedy', 'Adventure', 'Costume drama', 'Epic', 'Drama', 'War film', 'Action', 'Movies About Gladiators', 'Historical drama']",2000.0,2000.0,457640427.0,/m/09q5w2,3616797,jewish
119,/m/0jz33w,mean_officer,Conal Cochran,Dan O'Herlihy,63.0,1919.0,/m/03bkbh,M,,/m/015d2r,Halloween III: Season of the Witch,"['Science Fiction', 'Horror', 'Supernatural', 'Sci-Fi Horror', 'Mystery', 'Slasher']",1980.0,1982.0,,/m/01k866,243064,irish
411,/m/0jwmfk,evil_character,Conan the Barbarian,Arnold Schwarzenegger,37.0,1947.0,/m/019lrz,M,1.88,/m/0tc7,Conan the Destroyer,"['Fantasy Adventure', 'Adventure', 'Costume drama', 'Action/Adventure', 'Fantasy', 'Sword and sorcery', 'Action', 'Sword and sorcery films']",1980.0,1984.0,31042035.0,/m/03_8cd,1024501,austrians
398,/m/0k3q_8,evil_character,Count Dooku,Christopher Lee,80.0,1922.0,,M,1.96,/m/0f0kz,Star Wars Episode II: Attack of the Clones,"['Science Fiction', 'Adventure', 'Space opera', 'Fantasy', 'Romance Film', 'Action', 'Movies About Gladiators', 'Family Film']",2000.0,2002.0,649398328.0,/m/0dfw0,50957,
130,/m/040qvsz,loser,Cpl. Timothy P. Upham,Jeremy Davies,29.0,1969.0,,M,1.75,/m/078mgh,Saving Private Ryan,"['Ensemble Film', 'History', 'Drama', 'War film', 'Action', 'Combat Films']",1990.0,1998.0,481840909.0,/m/07024,28269,
460,/m/02tb5qh,laidback_freebird,Crawl,Pauly Shore,25.0,1968.0,/m/041rx,M,1.71,/m/01sbhvd,Son in Law,['Comedy'],1990.0,1993.0,36448400.0,/m/09_l5f,3779953,jewish
368,/m/02tb5g1,emotional_damage,Crazy Cora,Laura San Giacomo,28.0,1962.0,,F,1.57,/m/0300lh,Quigley Down Under,"['Action/Adventure', 'Western', 'Drama', 'Hybrid Western']",1990.0,1990.0,21413105.0,/m/07y2zw,2688769,
232,/m/0k5f_q,evil_character,Crown Prince Leopold,Rufus Sewell,39.0,1967.0,/m/02w7gg,M,1.829,/m/04wpvv,The Illusionist,"['Thriller', 'Crime Fiction', 'Adventure', 'Costume drama', 'Mystery', 'Period piece', 'Fantasy', 'Film adaptation', 'Drama', 'Romantic drama', 'Romance Film', 'Indie']",2000.0,2006.0,87892388.0,/m/07nt8p,2571385,english
127,/m/0k1xwx,mean_officer,Cutler Beckett,Tom Hollander,40.0,1967.0,/m/02w7gg,M,1.651,/m/0755wz,Pirates of the Caribbean: At World's End,"['Swashbuckler films', 'Fantasy Adventure', 'Adventure', 'Action/Adventure', 'Fantasy', 'Comedy', 'Adventure Comedy', 'Action']",2000.0,2007.0,963420425.0,/m/05nlx4,1689394,english
128,/m/0k1xyw,mean_officer,Cutler Beckett,Tom Hollander,39.0,1967.0,/m/02w7gg,M,1.651,/m/0755wz,Pirates of the Caribbean: Dead Man's Chest,"['Swashbuckler films', 'Fantasy Adventure', 'Adventure', 'Fantasy', 'Adventure Comedy', 'Action']",2000.0,2006.0,,/m/03y0pn,999394,english
423,/m/02t9zmj,laidback_freebird,Dale Denton,Seth Rogen,26.0,1982.0,/m/041rx,M,1.797,/m/05txrz,Pineapple Express,"['Crime Fiction', 'Action/Adventure', 'Buddy film', 'Action Comedy', 'Cult', 'Thriller', 'Comedy', 'Stoner film', 'Action']",2000.0,2008.0,101624843.0,/m/02825nf,9264341,jewish
437,/m/02t9zmj,laidback_freebird,Dale Denton,Seth Rogen,26.0,1982.0,/m/041rx,M,1.797,/m/05txrz,Pineapple Express,"['Crime Fiction', 'Action/Adventure', 'Buddy film', 'Action Comedy', 'Cult', 'Thriller', 'Comedy', 'Stoner film', 'Action']",2000.0,2008.0,101624843.0,/m/02825nf,9264341,jewish
419,/m/02tb8j3,respected_leader,"Daniel ""Rudy"" Ruettiger",Sean Astin,22.0,1971.0,,M,1.68,/m/0svqs,Rudy,"['Sports', 'Family Film', 'Family Drama', 'Drama']",1990.0,1993.0,22750363.0,/m/01q48n,286893,
4,/m/0k3rhh,old_wise_quirky,Daniel Jackson,James Spader,34.0,1960.0,,M,1.78,/m/043js,Stargate,"['Thriller', 'Science Fiction', 'Action', 'Sci-Fi Adventure', 'Adventure']",1990.0,1994.0,196567262.0,/m/070g7,28327,
102,/m/02vbgd1,charismatic_charmer,Danielle Foussard,Brigitte Auber,27.0,1928.0,,F,,/m/0gbq1d,To Catch a Thief,"['Thriller', 'Crime Fiction', 'Mystery', 'Suspense', 'Crime Thriller', 'Romance Film']",1950.0,1955.0,4500000.0,/m/01jntj,239009,
355,/m/02nwtmm,skilled_badass,Darth Vader,James Earl Jones,49.0,1931.0,/m/0x67,M,1.87,/m/0f6_x,Star Wars Episode V: The Empire Strikes Back,"['Science Fiction', 'Adventure', 'Space opera', 'Fantasy', 'Family Film', 'Action']",1980.0,1980.0,538375067.0,/m/0f3m1,53964,african
372,/m/0k7w8p,tech_genius,David Lightman,Matthew Broderick,21.0,1962.0,/m/041rx,M,1.73,/m/01vlj1g,WarGames,"['Thriller', 'Science Fiction']",1980.0,1983.0,79567667.0,/m/08720,34130,jewish
156,/m/0jy3_h,crazy_jealous_guy,David McCall,Mark Wahlberg,25.0,1971.0,/m/065b6q,M,1.7,/m/0gy6z9,Fear,"['Thriller', 'Drama']",1990.0,1996.0,20831000.0,/m/02thnm,594295,swedish
472,/m/0k3v65,crazy_fighter,David Sumner,Dustin Hoffman,34.0,1937.0,/m/041rx,M,1.66,/m/0bl2g,Straw Dogs,"['Thriller', 'Drama']",1970.0,1971.0,11148828.0,/m/01bwgr,196176,jewish
175,/m/0k60j5,loser,Dean Richmond,Larry Miller,43.0,1953.0,/m/041rx,M,1.8,/m/06gb2q,The Nutty Professor,"['Romantic comedy', 'Romance Film', 'Science Fiction', 'Comedy']",1990.0,1996.0,273961019.0,/m/0d87hc,5215066,jewish
334,/m/03lvx8n,loser,Dennis,Simon Pegg,37.0,1970.0,,M,1.78,/m/012x2b,"Run, Fat Boy, Run","['Sports', 'Romantic comedy', 'Romance Film', 'Comedy', 'Slapstick']",2000.0,2007.0,33463522.0,/m/026rrf_,8172248,
179,/m/0jzyzv,mean_officer,Dennis Peck,Richard Gere,41.0,1949.0,/m/033tf_,M,1.8,/m/01438g,Internal Affairs,"['Thriller', 'Crime Fiction', 'Drama', 'Suspense', 'Crime Thriller']",1990.0,1990.0,27734391.0,/m/0ds2hb,5549932,irish
336,/m/0k2zjf,loser,Dewey Finn,Jack Black,34.0,1969.0,/m/07bch9,M,1.68,/m/01vsn38,School of Rock,"['Musical', 'Family Film', 'Comedy', 'Musical comedy']",2000.0,2003.0,131282949.0,/m/03dbjv,805097,scottish
430,/m/0k2zjf,laidback_freebird,Dewey Finn,Jack Black,34.0,1969.0,/m/07bch9,M,1.68,/m/01vsn38,School of Rock,"['Musical', 'Family Film', 'Comedy', 'Musical comedy']",2000.0,2003.0,131282949.0,/m/03dbjv,805097,scottish
129,/m/0k2m8v,mean_officer,Dick Jones,Ronny Cox,49.0,1938.0,,M,1.88,/m/032qgs,RoboCop,"['Thriller', 'Crime Fiction', 'Science Fiction', 'Superhero movie', 'Stop motion', 'Action/Adventure', 'Satire', 'Action']",1980.0,1987.0,53424681.0,/m/0299hs,445066,
114,/m/0cgn58l,mean_officer,Dietrich Banning,Ritchie Coster,35.0,1967.0,/m/02w7gg,M,1.85,/m/03hlp6v,The Tuxedo,"['Science Fiction', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action']",2000.0,2002.0,,/m/01pk7l,277713,english
445,/m/0jsg_x,sidekick,Dilios,David Wenham,41.0,1965.0,,M,1.83,/m/02ck7w,300,"['Historical fiction', 'Adventure', 'Superhero movie', 'Costume drama', 'Film adaptation', 'Epic', 'Action/Adventure', 'Fantasy', 'War film', 'Historical Epic', 'Action']",2000.0,2006.0,,/m/07f_t4,2465797,
293,/m/0k4_sm,old_wise_quirky,Dist. Atty. Martin Ferguson,Humphrey Bogart,52.0,1899.0,/m/07mqps,M,1.74,/m/03n6r,The Enforcer,"['Crime Fiction', 'Drama', 'Film noir']",1950.0,1951.0,2000000.0,/m/0620fw,1863523,dutch
122,/m/0jy24c,mean_officer,Doctor Doom,Julian McMahon,37.0,1968.0,,M,1.88,/m/022r97,Fantastic Four,"['Action/Adventure', 'Science Fiction', 'Action', 'Fantasy', 'Superhero movie']",2000.0,2005.0,330579719.0,/m/057lbk,1519783,
69,/m/0jxftx,charismatic_charmer,Donnie Darko,Jake Gyllenhaal,21.0,1980.0,/m/065b6q,M,1.83,/m/02js6_,Donnie Darko,"['Thriller', 'Science Fiction', 'Indie', 'Doomsday film', 'Tragedy', 'Comedy-drama', 'Psychological thriller', 'Mystery', 'Period piece', 'Satire', 'Fantasy', 'Drama', 'Coming of age', 'Time travel', 'Teen']",2000.0,2001.0,4116307.0,/m/0fvr1,57820,swedish
169,/m/0dkcy1f,skilled_badass,Dorian Gray,Stuart Townsend,31.0,1972.0,/m/03bkbh,M,1.8,/m/03v738,The League of Extraordinary Gentlemen,"['Thriller', 'Science Fiction', 'Fantasy Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Action', 'Steampunk']",2000.0,2003.0,179265204.0,/m/0bl3nn,4138142,irish
86,/m/0dkcy1f,charismatic_charmer,Dorian Gray,Stuart Townsend,31.0,1972.0,/m/03bkbh,M,1.8,/m/03v738,The League of Extraordinary Gentlemen,"['Thriller', 'Science Fiction', 'Fantasy Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Action', 'Steampunk']",2000.0,2003.0,179265204.0,/m/0bl3nn,4138142,irish
87,/m/0jvlc4,shallow_and_popular,Dorothy Vallens,Isabella Rossellini,34.0,1952.0,/m/065b6q,F,1.73,/m/0htlr,Blue Velvet,"['Thriller', 'Mystery', 'Crime Fiction']",1980.0,1986.0,8551228.0,/m/0191n,3947,swedish
307,/m/0jx2_4,loser,Dr. Ernest Menville,Bruce Willis,37.0,1955.0,,M,1.8,/m/0h7pj,Death Becomes Her,"['Horror', 'Fantasy', 'Comedy', 'Black comedy', 'Fantasy Comedy', 'Slapstick']",1990.0,1992.0,149022650.0,/m/0qkl7,105972,
3,/m/0k6_br,old_wise_quirky,Dr. Harold Medford,Edmund Gwenn,77.0,1877.0,,M,,/m/03bpcj,Them!,"['Natural horror films', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Creature Film', 'Monster', 'B-movie']",1950.0,1954.0,2200000.0,/m/02vt5c,605676,
308,/m/0k7_cy,loser,Dr. Howard Bannister,Ryan O'Neal,31.0,1941.0,/m/02ctzb,M,1.85,/m/015g_7,"What's Up, Doc?","['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy', 'Slapstick']",1970.0,1972.0,66000000.0,/m/04c8th,1159860,white
263,/m/0k82tm,tech_genius,Dr. Loveless,Kenneth Branagh,39.0,1960.0,/m/0d7wh,M,1.77,/m/0prjs,Wild Wild West,"['Science Fiction', 'Buddy film', 'Comedy Western', 'Western', 'Adventure Comedy', 'Comedy', 'Action', 'Adventure']",1990.0,1999.0,222105681.0,/m/01kff7,244610,british
2,/m/0k6fkc,old_wise_quirky,Dr. Reinhardt Lane,Ian McKellen,55.0,1939.0,,M,1.8,/m/03ym1,The Shadow,"['Thriller', 'Crime Fiction', 'Supernatural', 'Superhero movie', 'Action/Adventure', 'Mystery', 'Fantasy', 'Action']",1990.0,1994.0,48063435.0,/m/0fjjjh,5991505,
153,/m/0jwy3x,crazy_jealous_guy,Dr. Stephen Fleming,Jeremy Irons,44.0,1948.0,/m/02w7gg,M,1.85,/m/016ywr,Damage,"['Erotica', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Indie']",1990.0,1992.0,7532911.0,/m/08x6cl,3175656,english
464,/m/0k63xm,respected_leader,Dreyfus,Kevin Kline,59.0,1947.0,/m/01qhm_,M,1.88,/m/01gbn6,The Pink Panther,"['Crime Fiction', 'Action/Adventure', 'Mystery', 'Comedy', 'Reboot', 'Family Film', 'Action', 'Slapstick']",2000.0,2006.0,158851357.0,/m/07phbc,2581392,german
474,/m/0g4vml8,crazy_fighter,Driver,Ryan Gosling,31.0,1980.0,/m/044038p,M,1.85,/m/03m6_z,Drive,"['Thriller', 'Crime Fiction', 'Crime Drama', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action', 'Neo-noir']",2010.0,2011.0,76175166.0,/m/0g4vmj8,30273553,
145,/m/0k0vyn,crazy_jealous_guy,Duke of Monroth,Richard Roxburgh,39.0,1962.0,,M,1.8,/m/02zl4d,Moulin Rouge!,"['Jukebox musical', 'Costume drama', 'Remake', 'Musical', 'Period piece', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",2000.0,2001.0,179213434.0,/m/011yxg,142481,
166,/m/0jxwqx,skilled_badass,Dupont,Angus Macfadyen,39.0,1963.0,,M,1.78,/m/04nr37,Equilibrium,"['Thriller', 'Science Fiction', 'Future noir', 'Drama', 'Action', 'Dystopia']",2000.0,2002.0,5359645.0,/m/01j2ff,234537,
341,/m/07lkzl3,charismatic_charmer,Eames,Tom Hardy,33.0,1977.0,/m/02w7gg,M,1.78,/m/05xf75,Inception,"['Thriller', 'Science Fiction', 'Adventure', 'Psychological thriller', 'Mystery', 'Action']",2010.0,2010.0,825532764.0,/m/0661ql3,23270459,english
54,/m/0k35nb,sidekick,Ed,Nick Frost,32.0,1972.0,/m/02w7gg,M,1.7,/m/04twtn,Shaun of the Dead,"['Parody', 'Romantic comedy', 'Horror', 'Doomsday film', 'Cult', 'Comedy', 'Zombie Film', 'Black comedy', 'Horror Comedy']",2000.0,2004.0,30039392.0,/m/02t_h3,598397,english
446,/m/0jvbkh,sidekick,Ed Bloom - Young,Ewan McGregor,32.0,1971.0,/m/03lmx1,M,1.79,/m/0k269,Big Fish,"['Family Drama', 'Adventure', 'Film adaptation', 'Comedy-drama', 'Period piece', 'Fantasy', 'Comedy', 'War film', 'Drama', 'Fantasy Comedy']",2000.0,2003.0,122919055.0,/m/027pfg,431014,scottish
110,/m/0k7cbx,mean_officer,Ed Dillinger,David Warner,41.0,1941.0,/m/041rx,M,1.87,/m/017khj,Tron,"['Cyberpunk', 'Thriller', 'Science Fiction', 'Adventure', 'Computer Animation', 'Family Film', 'Action']",1980.0,1982.0,74000000.0,/m/01tdmp,312757,jewish
173,/m/0jy52w,loser,Ed Rooney,Jeffrey Jones,40.0,1946.0,,M,1.94,/m/02rf1y,Ferris Bueller's Day Off,"['Cult', 'Drama', 'Coming of age', 'Comedy', 'Teen']",1980.0,1986.0,70136369.0,/m/0m491,88326,
292,/m/0k81jp,old_wise_quirky,Eddie Valiant,Bob Hoskins,46.0,1942.0,/m/09cqth,M,1.68,/m/015vq_,Who Framed Roger Rabbit,"['Parody', 'Crime Fiction', 'Fantasy Comedy', 'Buddy film', 'Animation', 'Action/Adventure', 'Mystery', 'Fantasy', 'Comedy', 'Black comedy', 'Family Film', 'Action']",1980.0,1988.0,329803958.0,/m/0k2sk,76018,romanichal
162,/m/05nv915,crazy_fighter,Eli,Denzel Washington,56.0,1954.0,/m/0x67,M,1.84,/m/0pmhf,The Book of Eli,"['Thriller', 'Science Fiction', 'Adventure', 'Action/Adventure', 'Western', 'Apocalyptic and post-apocalyptic fiction', 'Drama', 'Action']",2010.0,2010.0,157091718.0,/m/04ydr95,20450767,african
367,/m/0jxfnl,emotional_damage,Elisabeth Burrows,Brittany Murphy,24.0,1977.0,,F,1.6,/m/0168dy,Don't Say a Word,"['Thriller', 'Crime Fiction', 'Suspense', 'Psychological thriller']",2000.0,2001.0,100020092.0,/m/01j8wk,236122,
482,/m/0j_wm4,shallow_and_popular,Elle Woods,Reese Witherspoon,25.0,1976.0,/m/07bch9,F,1.56,/m/0n6f8,Legally Blonde,"['Romantic comedy', 'Comedy of manners', 'Comedy', 'Courtroom Comedy', 'Political cinema', 'Romance Film']",2000.0,2001.0,141774679.0,/m/0296vv,444267,scottish
88,/m/0k3w12,shallow_and_popular,Ellen Aim,Diane Lane,19.0,1965.0,,F,1.7,/m/01skmp,Streets of Fire,"['Thriller', 'Action Thrillers', 'Adventure', 'Action/Adventure', 'Musical', 'Drama', 'Action']",1980.0,1984.0,,/m/03lrx2,885876,
259,/m/0jt7sz,shallow_and_popular,Ellen Ripley,Sigourney Weaver,30.0,1949.0,,F,1.82,/m/0h96g,Alien,"['Science Fiction', 'Horror', 'Adventure', 'Sci-Fi Horror', 'Creature Film', 'New Hollywood']",1970.0,1979.0,104931801.0,/m/067ghz,23487440,
468,/m/0k4td6,crazy_fighter,Eric Draven,Brandon Lee,29.0,1965.0,/m/0d2by,M,1.83,/m/01dkgz,The Crow,"['Thriller', 'Indie', 'Superhero movie', 'Action/Adventure', 'Fantasy', 'Action']",1990.0,1994.0,144693129.0,/m/024gy8,406339,chinese
470,/m/0k0qpl,crazy_fighter,Ethan Hunt,Tom Cruise,34.0,1962.0,/m/02ctzb,M,1.7,/m/07r1h,Mission: Impossible,"['Thriller', 'Action/Adventure', 'Action', 'Spy']",1990.0,1996.0,457696359.0,/m/035w2k,724258,white
8,/m/0k5yzc,skilled_badass,Evelyn Carnahan-O'Connell,Rachel Weisz,29.0,1970.0,/m/013b6_,F,1.7,/m/014x77,The Mummy,"['Action', 'Fantasy', 'Adventure']",1990.0,1999.0,415933406.0,/m/01ln5z,253828,ashkenazi jews
171,/m/04601vx,skilled_badass,Everett Hitch,Viggo Mortensen,50.0,1958.0,/m/0dqqwy,M,1.803,/m/01ps2h8,Appaloosa,"['Action/Adventure', 'Crime Fiction', 'Western', 'Drama', 'Film adaptation']",2000.0,2008.0,27641569.0,/m/03m71s1,15398161,danish
436,/m/07zm_zv,laidback_freebird,Fabious,James Franco,33.0,1978.0,/m/048z7l,M,1.78,/m/05bnp0,Your Highness,"['Fantasy Comedy', 'Fantasy', 'Adventure', 'Comedy']",2010.0,2011.0,24856478.0,/m/07kg878,24083267,american jews
213,/m/0k65zh,jock,Fezzik,André the Giant,41.0,1946.0,,M,2.24,/m/0_f5,The Princess Bride,"['Adventure', ""Children's/Family"", 'Fairy tale', 'Fantasy', 'Comedy', 'Adventure Comedy', 'Romance Film', 'Action', 'Family Film']",1980.0,1987.0,30857814.0,/m/07nn0,31153,
216,/m/0k837x,old_wise_quirky,Fin Raziel,Patricia Hayes,79.0,1909.0,,F,1.54,/m/064b3c,Willow,"['Fantasy Adventure', 'Sword and sorcery films', 'Stop motion', 'Costume drama', 'Action/Adventure', 'Fantasy', 'Comedy', 'Drama', 'Sword and sorcery', 'Family Film', 'Action', 'Romance Film', 'Adventure']",1980.0,1988.0,57269863.0,/m/01hw5kk,198313,
98,/m/07sl05m,charismatic_charmer,Flynn Rider,Zachary Levi,30.0,1980.0,,M,1.93,/m/07v62b,Tangled,"['Computer Animation', 'Animation', 'Revisionist Fairy Tale', 'Musical', 'Fantasy', 'Comedy', 'Family Film', 'Romance Film']",2010.0,2010.0,590721936.0,/m/02xbyr,619728,
382,/m/0k1j4j,crazy_fighter,Frank,Henry Fonda,63.0,1905.0,/m/07mqps,M,1.87,/m/0cj8x,Once Upon a Time in the West,"['Ensemble Film', 'World cinema', 'Epic Western', 'Spaghetti Western', 'Action/Adventure', 'Revisionist Western', 'Western', 'Action']",1960.0,1968.0,5321508.0,/m/01pvq3,284676,dutch
96,/m/0jw5pq,charismatic_charmer,Frank Abagnale Jr.,Leonardo DiCaprio,28.0,1974.0,/m/09kr66,M,1.83,/m/0dvmd,Catch Me If You Can,"['Crime Fiction', 'Biography', 'Drama', 'Comedy']",2000.0,2002.0,352114312.0,/m/01flv_,215873,russian
311,/m/02vb7cx,skilled_badass,Frank Falenczyk,Ben Kingsley,64.0,1943.0,/m/0dryh9k,M,1.73,/m/016k6x,You Kill Me,"['Crime Fiction', 'Crime Comedy', 'Gangster Film', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action']",2000.0,2007.0,3382515.0,/m/0gbklz,6559383,indian
106,/m/0k6r5t,mean_officer,Frank Martin,Jason Statham,35.0,1967.0,,M,1.75,/m/034hyc,The Transporter,"['Thriller', 'Action Thrillers', 'Action/Adventure', 'Martial Arts Film', 'Crime Thriller', 'Action']",2000.0,2002.0,43928932.0,/m/03vnxd,972958,
159,/m/0k69_1,crazy_jealous_guy,Frank N. Furter,Tim Curry,29.0,1946.0,/m/02w7gg,M,1.75,/m/07rzf,The Rocky Horror Picture Show,"['Parody', 'Sex comedy', 'Horror', 'Science Fiction', 'Cult', 'Musical', 'Comedy', 'Horror Comedy']",1970.0,1975.0,175000000.0,/m/06cgf,25491,english
396,/m/0jy2x0,crazy_fighter,Gaear Grimsrud,Peter Stormare,43.0,1953.0,/m/065b6q,M,1.892,/m/012q4n,Fargo,"['Crime Fiction', 'Thriller', 'Indie', 'Drama', 'Comedy', 'Black comedy', 'Neo-noir']",1990.0,1996.0,60611975.0,/m/011yhm,142430,swedish
215,/m/0k5s9d,old_wise_quirky,Gandalf,Ian McKellen,62.0,1939.0,,M,1.8,/m/03ym1,The Lord of the Rings: The Fellowship of the Ring,"['Fantasy Adventure', 'Adventure', 'Epic', 'Fantasy', 'Film adaptation', 'Drama', 'Action', 'Sword and sorcery films']",2000.0,2001.0,871530324.0,/m/017gl1,173941,
327,/m/0d2jcym,jock,Garth,Chris Carmack,30.0,1980.0,,M,1.85,/m/04bcy1,Alpha and Omega,"['Adventure', ""Children's/Family"", 'Computer Animation', 'Comedy-drama', 'Comedy', 'Family Film', 'Romance Film', 'Family-Oriented Adventure']",2010.0,2010.0,50507267.0,/m/05zqxpt,22526086,
